Title,Header,Content,Mentioned_Countries,Mentioned_Swiss_Cities,Sentiment,Confidence,Original_Sentiment,Sentiment Score
"reuteler et francfort ont le sourire, pas touon et st polten",football,"les allemandes ont largement domine cette rencontre et ont eu le bonheur d'ouvrir le score sur un tir apparemment anodin de tanja pawollek, des la 25e minute. mais a force de ne pas reussir a faire le break (23 tirs, 7 cadres en tout!), l'eintracht a fini par se faire peur et les suedoises ont meme frappe la transversale a une dizaine de minutes de la fin de la rencontre. tout s'est bien termine pour les coequipieres de l'internationale suisse geraldine reuteler (remplacee en seconde periode), puisque barbara dunst a fini le travail a la 84e minute de jeu. le but de l'honneur, signe olivia schough tout au bout des arrets de jeu (94e), n'a fait que rechauffer un peu le public du malmo ip. lautre match de ce groupe a a tourne a la demonstration des championnes deurope en titre, face aux filles de benfica (5-0). l'ancienne ballon d'or alexia putellas a inscrit un double aux 15e et 39e minutes. la nouvelle ballon d'or aitana bonmati a fait de meme aux 44e et 52e. puis asisat oshoala (61e) a encore alourdi le score. dans la poule b, le skn st. polten d'ella touon a longtemps tenu le choc, face au sk brann (1-2), malgre une enorme domination des norvegiennes. maria mikolajova avait meme egalise pour les autrichiennes a la 68e, repondant a l'ouverture du score de rakel engesvik (57e). mais le travail acharne des joueuses du sportklub niederosterreich st. polten n'a finalement pas suffi face a des scandinaves delivrees par natasha anasi (79e). en soiree, l'olympique lyonnais a explose le slavia prague (0-9) sur sa pelouse. sara dobritz (3e), danielle van de donk (14e), vanessa gilles (17e et 80e), eugenie le sommer (21e), kadidiatou diana (24e et 45e), ada hegerberg (60e sur penalty) et amel majri (62e) ont toutes participe a la fete.",{'republique tcheque'},set(),positive,0.7727850675582890,positive,1
rudi garcia remplace par walter mazzarri a naples,football,"sous la direction du coach francais, le napoli, actuellement 4e du championnat ditalie, a joue seize matches, dont quatre en ligue des champions, pour un bilan de huit victoires, quatre nuls et quatre defaites, toutes a domicile. mazzarri (62 ans) a deja dirige le club napolitain entre 2009 et 2013, decrochant une coupe ditalie (2012) et une 2e place en championnat (2013). garcia, 59 ans, qui etait arrive a naples, apres une experience vite avortee a la tete dal-nassr en arabie saoudite (2022/2023), a fait les frais de ses mauvais resultats, notamment dans son stade diego-armando-maradona. sur huit matches disputes devant son public depuis aout, naples nen a remporte que deux, contre des equipes qui se battent pour le maintien, sassuolo (2-0) le 27 aout et ludinese (4-1), un mois plus tard. malgre sa maitrise parfaite de litalien, une premiere experience en serie a reussie avec las rome (vice-champion ditalie en 2014 et 2015), malgre son double championnat/coupe de france avec lille en 2011, une demi-finale de ligue des champions avec lyon en 2020 ou encore une finale de ligue europa en 2018 egalement avec lol, garcia na jamais eu aux yeux des supporters du napoli et meme danciennes gloires du club, les epaules assez larges pour diriger leur equipe, et na jamais ete soutenu par son president, le volcanique aurelio de laurentiis.","{'arabie saoudite', 'italie'}",set(),neutral,0.5674583315849300,negative,0
une celebration mythique pour soutenir son neveu,football,"le glaswegien de 29 ans nest pas le plus grand buteur qui soit. normal, pour un milieu de terrain plutot defensif, voire quelques fois relayeur ou meme ailier les soirs ou il y a vraiment besoin. il a quand meme enfile une vingtaine de pions depuis quil a rejoint aston villa en 2018, apres avoir marque une quinzaine de buts avec hibernian, ou il sest revele. cette saison, il a deja fait trembler les filets a cinq reprises et sa maniere de celebrer ses reussites est ainsi davantage mise en avant que dhabitude. parce quil faut le voir au moins une fois, tant ca peut paraitre incongru. apres avoir battu le gardien adverse, john mcginn sprinte vers le public avant de faire un geste technique bien particulier et pas simple a realiser (nhesitez pas a essayer chez vous...): il retourne ses bras pour mimer une paire de lunettes. pourquoi? le joueur lexplique tres bien: mon neveu a une mauvaise vue, il doit porter des lunettes pour jouer au football et certains se sont moques de lui. jai decide que ca lui donnerait peut-etre un peu de soutien de faire ce geste quand je marque. alors maintenant il est content et ses coequipiers font de meme. jespere que ca inspirera beaucoup dautres enfants. beaucoup de gens avec qui je jouais quand jetais plus jeune devaient porter aussi des lunettes. et, a cet age-la, ce nest pas toujours facile. on se sent socialement un peu a lecart. voila, ce que je fais, cest juste une toute petite chose, un clin dil a mon neveu jack. et, comme ca a bien pris, je suis coince avec ca! mais jespere quand meme marquer encore plein de buts, pour pouvoir ressortir les lunettes a chaque fois!",set(),set(),positive,0.8791348338127140,positive,1
general motors veut devenir motoriste a compter de 2028,formule 1,"lecurie automobile americaine andretti global avait annonce en debut dannee sassocier avec gm par le biais de cadillac - lune des marques de gm - pour tenter dintegrer la categorie reine du sport auto dans les prochaines annees. mais rien navait ete dit concernant le moteur. a partir de la saison 2028, notre nouvelle equipe andretti cadillac f1 va etre propulsee par un moteur gm, a annonce mark reuss, president de gm, cite dans un communique. grace a notre expertise en matiere dingenierie et de course, nous sommes convaincus que nous developperons un groupe propulseur performant pour la serie et que nous positionnerons andretti cadillac comme une veritable equipe, a-t-il poursuivi. selon le groupe, le developpement et les essais de la technologie prototype sont deja en cours. de son cote, la fia, par la voix de son president mohammed ben sulayem, sest dit ravie dapprendre que gm sest inscrit comme fournisseur dunite de puissance. la presence des marques americaines emblematiques andretti et gm est une bonne chose pour le sport, a ecrit lemirati sur x (anciennement twitter). cette annonce intervient un peu plus dun mois apres que la fia a donne son feu vert a andretti cadillac pour devenir la 11e ecurie de formule 1. lecurie, dont la candidature est portee par michael andretti, ancien pilote de f1 et fils de mario andretti, champion du monde de f1 en 1978, attend desormais lapprobation de la fom, detentrice des droits commerciaux de la f1, pour rejoindre la grille, des 2025. mais les equipes actuellement presentes dans cette discipline se montrent reticentes en raison de limpact financier quaurait la presence de nouvelles ecuries sur la repartition des benefices generes par la f1. selon le site specialise autosport, des representants de gm et andretti seront presents ce week-end, a las vegas, a loccasion de lavant derniere manche de la saison de f1, pour faire pression sur la fom, afin dobtenir un accord. si sa candidature est acceptee, reste toutefois a savoir par qui andretti cadillac sera motorise dici a 2028.",set(),set(),neutral,0.5919330716133120,negative,0
thibault magnin en revait: il va sessayer au freeride,freeride,"il y a quelques mois, interroge par le sport-center, le resident dandorre faisait part de ses ambitions pour lavenir: jaimerais aller messayer sur dautres evenements, en dehors de la coupe du monde de freestyle, nous expliquait-il. peut-etre du freeride, dans le world tour... mon objectif, cest detre un skieur polyvalent et de me frotter a dautres elements que les parcs. il a ete exauce ce mardi et, pour etre pret a ces nouvelles exigences, magnin a deja pris part a des evenements de qualification du fwt en nouvelle-zelande, avec notamment une superbe et neanmoins prometteuse 2e place a la cle. car le freeride world tour a annonce les quatre femmes (hedvig wessel/nor, lily bradley/usa, manon loschi/fra et zuzanna witych/pol) et les quatre hommes (abel moga/esp, dillon flinders/usa, kristofer turdell/sue et donc thibault magnin) qui ont obtenu le droit de se frotter aux meilleurs skieurs mondiaux sur les spots les plus incroyables de la planete, et le natif de fribourg en fait partie. la saison 2024 emmenera les riders de baqueira beret en espagne a verbier en valais, en passant par ordino arcalis en andorre, kicking horse au canada, bakuriani en georgie et fieberbrunn en autriche. cela a toujours ete un reve denfant pour moi de concourir sur le fwt, a explique lhispano-suisse dans le communique de presse annoncant les cartes blanches dont il faisait partie. bien que je me sois principalement concentre sur le park, jai toujours ete attire par le ski freeride. je crois que les deux styles se completent parfaitement et mon objectif a toujours ete dexplorer chaque facette du sport et de devenir un skieur complet. je suis impatient de relever ce nouveau defi. je suis la pour apprendre, rester fidele a ma passion pour le ski et, esperons-le, offrir une performance exceptionnelle! a noter egalement deux informations judicieusement degotees par le site skiactu.ch. la premiere indique que le snowboardeur singinois liam rivera (24 ans), qui courrait jusquici sous les couleurs du mexique ou il est ne, portera dorenavant une casaque de swiss-ski. il avait termine 3e du general lannee derniere. la seconde explique que la skieuse polonaise zuzanna witych, etablie a vercorin, sera aussi de la partie. les autres suisses en lice cette saison sont sybille blanjean, maxime chabloz, simon perraudin et martin bender. la star de la discipline, la valaisanne elisabeth gerritzen, a quant a elle dit stop il y a peu.","{'mexique', 'autriche', 'suisse', 'espagne', 'etats-unis', 'andorre', 'nouvelle-zelande', 'canada'}",{'fribourg'},neutral,0.623531699180603,positive,0
les fonctionnaires dans la rue pour une hausse des salaires,geneve,"la semaine derniere, le gouvernement genevois a propose une indexation de 1% des salaires des fonctionnaires. une mesure jugee insuffisante par plusieurs syndicats qui ont appele a manifester. mardi soir, quelque 800 employes de la fonction publique ont defile au centre-ville pour obtenir une indexation revue a la hausse. ils souhaitent voir celle-ci grimper a 5%, afin de compenser la perte de pouvoir dachat liee a linflation. le rassemblement avait ete precede d'un appel a la greve au sein de l'administration cantonale. quelque 850 personnes (sur 19'000 collaborateurs) ont annonce suivre le mouvement, dapres l'office du personnel de l'etat. selon nos informations, la grande majorite des grevistes etait composee d'employes du departement de l'instruction publique (dip): enseignants, employes du parascolaire, personnel administratif, etc. le dip n'a pas communique le nombre de classes et d'ecoles concernees par la greve, mais il assure qu'un service minimum d'accueil a ete garanti pour impacter le moins possible les parents.",{'suisse'},{'geneve'},neutral,0.6415355801582340,negative,0
le bord du lac va changer de visage,geneve,"de la verdure, une jetee avec un restaurant, une buvette, une plateforme au large du rivage et de grandes marches pour acceder au leman: cest ce a quoi devrait ressembler le quai wilson reamenage. la ville de geneve a presente ce mardi le resultat du concours darchitecture lance en mai pour revoir les lieux, ouverts a la baignade depuis le printemps. la municipalite a recu 34 dossiers, un nombre inhabituellement eleve, comme la releve la conseillere administrative frederique perler, chargee du departement de lamenagement, des constructions et de la mobilite: cela montre linteret et lenjeu majeur que cela represente pour les genevois. le laureat, les marches de theia du bureau genevois dellacherie neyroud architectes, a ete plebiscite en particulier pour sa simplicite, a explique la magistrate. le projet sinscrit dans la volonte des autorites municipales de developper des acces a leau et a la fraicheur, notamment en lien avec les canicules estivales. il repondra a lengouement constate pour la baignade en eaux vives, que ce soit en ete ou en hiver. il correspond egalement a un besoin pour le tourisme et les loisirs, a releve la conseillere administrative marie barbey-chappuis, chargee du departement de la securite et des sports. cest aussi un enjeu de qualite de vie pour attirer la jeune generation ou les entreprises en ville, a-t-elle ajoute. lun des buts du projet laureat etait de mettre en valeur la position exceptionnelle du quai dans la rade, qui souvre sur un grand paysage, avec le lac, les montagnes et la ville: on a essaye de mettre le promeneur dans une position de contemplation, a souligne larchitecte christophe neyroud. des grands gradins composes de pierres de taille acheminees par le lac depuis des carrieres lemaniques, ainsi que des rampes pour les personnes a mobilite reduite, permettront de rentrer dans leau, ou seront installes des bassins lacustres de plusieurs tailles. de grands arbres dessences resistantes aux grosses chaleurs seront plantes en retrait, creant ainsi un jardin plage. les travaux ont ete concus en deux phases, ce qui devrait permettre de profiter soit de lacces a leau, soit des amenagements sur le quai pendant leur duree, a indique gaetan clochey, collaborateur et architecte sur le projet. le chantier devrait debuter des 2026, apres les etudes et la demande de credit de realisation, prevues en 2024-2025. les montants definitifs ne sont pas encore connus. le credit detudes seleve a trois millions. les autorites tablent sur une livraison en 2028. le public peut decouvrir le projet laureat, ainsi que les autres propositions, du 15 au 25 novembre, au forum faubourg. a noter quen vue de lete prochain, le quai wilson sera provisoirement equipe dune buvette, de douches et de casiers.",{'suisse'},{'geneve'},neutral,0.5241500735282900,positive,0
masque obligatoire aux hug en raison de la rougeole,geneve,"la hausse du nombre de malades de la rougeole a conduit les hopitaux universitaires de geneve (hug) et le service du medecin cantonal (smc) a prendre de nouvelles dispositions en matiere de protection. ainsi, le port du masque est desormais obligatoire pour tous les soignants et les patients des differents services durgence. la mesure vaut egalement pour les consultations ambulatoires du service de medecine de premier recours. par ailleurs, le smc a temporairement recommande pareille precaution dans les cabinets medicaux ainsi que dans les ambulances, signale la tribune de geneve. la rougeole est en effet une maladie tres contagieuse et ses complications peuvent se reveler graves, notamment pour les adultes (pneumonie, encephalite). pour lheure, cinq cas ont ete identifies (tous adultes) ainsi que plus de 600 personnes contact. mais les autorites sanitaires nont pas enregistre de nouveaux malades depuis quelques jours. la medecin cantonale, aglae tardin, espere que cela indique une stabilisation de la propagation. elle rappelle limportance de la vaccination, en particulier pour les personnes qui nont pas contracte la maladie lorsqu'elles etaient enfants ou qui nont jamais recu une double dose de vaccin.",{'suisse'},{'geneve'},neutral,0.5644411444664000,positive,0
"tous unis contre lantisemitisme et lislamophobie, sauf ludc",grand conseil vaudois,"les deputes vaudois sunissent pour denoncer les actes envers les juifs et les musulmans. tous les groupes presents au grand conseil  sauf ludc  ont en effet signe une declaration commune pour denoncer la hausse des actes antisemites, islamophobes ou racistes dans le canton, depuis le debut du conflit a gaza. au-dela des opinions des uns et des autres sur la situation israelo-palestinienne, par cette prise de position, nous souhaitons nous concentrer sur les effets de ces evenements dans le canton de vaud et sur les risques de laugmentation des discours haineux sous nos latitudes, ecrivent-ils dans une lettre transmise a 20 minutes. et de citer les actes quils ne veulent plus voir des insultes ou des menaces proferees dans des lieux publics, des etoiles de david peintes sur des murs  comme une personne juive a pu en voir chez elle a lausanne, ou encore des e-mails anonymes violents, comme ceux recus par un elu dorigine arabe. dans notre canton, on ninsulte pas, ni ne menace une personne parce quon ne partage pas son avis, parce quon ne partage pas sa religion, parce quon ne partage pas la meme couleur de peau ou parce que lon nest pas daccord avec elle sur la situation israelo-palestinienne, ecrivent-ils. des lors, nous tenons, malgre nos divergences politiques, a affirmer notre determination a lutter contre toutes les formes de haine. et de souligner que les actes antisemites, islamophobes ou racistes sont illegaux et passibles de poursuites. nous souhaitons rappeler ici que le vivre-ensemble implique de respecter la loi et que la loi protege,dans une democratie comme la notre, toutes les personnes qui vivent sur notre territoire, concluent-ils. a noter que les actes antisemites ont explose dans plusieurs pays, comme la grande-bretagne depuis le debut du conflit a gaza. en suisse aussi. si le phenomene nest pas nouveau, il a pris de lampleur depuis le 7 octobre. ainsi la coordination intercommunautaire contre lantisemitisme et la diffamation (cicad) a recense pres de 150 actes antisemites entre le 7 et le 31 octobre. et 40 graffitis parfois cibles tels que des croix gammees et des etoiles de david sur des lieux ou batiments, dans lesquels des personnes au nom a consonance juive ont ete identifiees.",{'suisse'},{'lausanne'},positive,0.7929367423057560,positive,1
wagon des chemins de fer rhetiques en feu,grisons,"lundi, peu apres midi, un incendie sest declare dans un wagon voyageurs a la gare de surovas a pontresina. tous les passagers sont sains et saufs. plusieurs equipes de pompiers et de secouristes sont intervenues et sont venues a bout du sinistre apres trois quarts dheure. au prealable, le wagon a ete detache de la composition du train, qui a pu poursuivre son trajet avec la trentaine de passagers en direction de tirano (it). la cause de lincendie est en cours de clarification par la police cantonale des grisons, en collaboration avec le service suisse denquete de securite (sese).",{'suisse'},set(),neutral,0.7258843183517460,negative,0
"bienne peut se faire de la bile, rappi y croire",hockey,"les choses ne semblaient pourtant pas si mal emmanchees pour les biennois. toni rajala (12e) et damien brunner (32e) avaient permis aux spectateurs de la tissot arena d'y croire. le premier avait ouvert le score, tandis que le second avait reussi une egalisation un peu sortie de nulle part, apres que patrick lundh (16e) et victor ejdsell avaient frappe (25e) entre-temps. mais ce dernier, tres ephemere joueur de nhl avec les chicago blackhawks (6 matches en 2017/2018) a sorti le 2-3 de son chapeau 46 secondes apres le 2-2 de brunner et ca a semble couper les jambes de la troupe de petri matikainen. august tornberg (37e) et michael lindqvist (44e) en ont profite pour creuser un ecart qui semble trop important pour etre comble la semaine prochaine a karlstad, a 250 km au nord de goteborg. meme si la lucarne trouvee par alexandr yakovenko, a 8 minutes de l'ultime sirene, laisse un infime espoir de remontada. les rapperswil-jona lakers, eux, iront en allemagne le car gonfle de reves. les st-gallois ont facilement dispose des aigles de mannheim (4-1), devant 3515 spectateurs d'une st. galler kantonalbank arena particulierement en joie. l'americain jordan schroeder a ete le detonateur des lacustres. l'ancien des columbus blue jackets, du minnesota wild ou encore des vancouver canucks a reussi un double aux 8e et 45e minutes. gian-marco wetter avait enfile le 2-1 a la (18e), avant que le public ne puisse chanter a la gloire de martin frk, ultime buteur a 99 secondes de la fin.","{'allemagne', 'schweiz'}",{'rapperswil-jona'},neutral,0.7183156609535220,negative,0
"luca hischier, quatre ans avec le gshc",hockey,"le haut-valaisan a signe un contrat valable de 2024 a 2028 avec les champions de suisse en titre. le grand frere de nico, capitaine des new jersey devils en nhl, est rompu aux joutes de la national league, qu'il frequente depuis bientot dix ans. il y a joue a 363 reprises, play-off compris, portant successivement les couleurs de berne, davos, puis bienne. il a passe un pallier offensivement l'annee derniere dans le seeland, avec 15 buts et 14 assists en 53 rencontres. nous sommes tres heureux de la venue de luca, car il est la solution parfaite pour le profil de joueur que nous recherchions, a explique le directeur sportif marc gautschi, dans le communique confirmant la nouvelle. il possede un grand gabarit avec de tres bonnes capacites de patinage et il est un hockeyeur polyvalent, ce qui est rare. il a prouve ses qualites de buteur la saison derniere avec ses 15 buts et nous sommes convaincus quil possede encore une marge de progression importante. l'ancien junior du hc viege, parti pour la capitale age de 15 ans, etait devenu international suisse en 2019. luca hischier a ete appele a 10 reprises sous les drapeaux, mais n'a jamais pris part a un grand tournoi international. le joueur de centre ou ailier de 1,87m pour une nonantaine de kilos arrivait en fin de bail au printemps prochain avec le finaliste malheureux de la derniere saison de national league.",{'suisse'},"{'davos', 'berne', 'viege', 'bienne'}",neutral,0.6725772023200990,positive,0
"sierre simpose contre le hcc, martigny battu",hockey sur glace,"actuel 3e de swiss league, le hc la chaux-de-fonds a ete battu 3-2 apres la seance de tirs aux buts, mardi a graben contre sierre (8e). un puissant tir du poignet de lhotak dans la lucarne a surpris les abeilles des la 1re minute (00'47), et on a bien cru que cette reussite allait suffire au bonheur des valaisans. dominateur, le hcc a finalement trouve la faille dans le dernier tiers: le sierrois des abeilles loic in-albon a egalise d'un slap en power play (50e), tandis qu'une superbe action collective a permis a kyle olson de se retrouver seul face a giovannini et de donner l'avantage aux visiteurs (55e, 1-2). les sierrois ont egalise en toute fin de match par bougro (59'19), avant que lhotak, encore lui, n'inscrive le tir au but decisif pour les rouges et jaunes. de son cote, le neo-promu martigny a ete battu au forum par grasshopper (1-3). les octoduriens ont longtemps tenu tete a l'un des favoris du championnat, avec l'egalisation de riat (8e), intervenue six minutes apres l'ouverture du score de mettler. les lionceaux ont finalement fait la difference par spring (51e), auteur du 1-2 dans un angle passablement ferme. en remportant son duel face a metzger, bohler a definitivement enterre les espoirs valaisans (58e, 1-3). avec 31 points, les martignerains occupent desormais le 6e rang. dans les autres rencontres de la soiree, winterthour a cree la surprise en s'offrant le leader olten (6-2), tandis que viege (9e) a fait une bien mauvaise operation a la lonza arena contre thurgovie (7e), en s'inclinant 2-4 apres avoir notamment mene 2-0",{'suisse'},"{'sierre', 'la chaux-de-fonds', 'viege', 'martigny', 'olten', 'winterthour'}",neutral,0.5304336547851560,positive,0
les ouvriers pieges ont recu de la nourriture et de loxygene,inde,"plus dune centaine de secouristes equipes dexcavatrices sont a luvre, mardi, dans le nord de linde, pour tenter de liberer 40 ouvriers pieges depuis dimanche, dans leffondrement dun tunnel routier en construction. bien que delicats, les travaux de creusement dun passage devacuation progressent et les secouristes esperent pouvoir extraire les ouvriers mercredi, a indique a la presse un responsable des operations, ranjit kumar sinha. notre plus grande avancee, cest que nous avons etabli le contact et pouvons (leur) fournir de loxygene et de la nourriture, a confie mardi a lafp abhishek ruhela, responsable de ladministration du district duttarkashi ou a eu lieu leffondrement. laccident sest produit tot dimanche matin, pres de dehradun, dans letat himalayen duttarakhand, au moment ou un groupe douvriers quittait le site de construction et quune equipe de remplacement arrivait. hemant nayak travaillait dans le tunnel quand celui-ci a commence a seffondrer mais a eu la chance de se trouver du cote de la sortie et a pu sechapper. au debut, quelques debris ont commence a tomber a linterieur du tunnel et tout le monde la pris a la legere, temoigne-t-il aupres de lafp. puis tout a coup, une grande quantite de debris sest abattue et le tunnel a ete obstrue. des images publiees par les secouristes temoignent de la violence de leboulement, avec notamment des barres de metal tordues parmi des blocs de beton. les secouristes utilisent un engin capable dintroduire a travers les decombres un tube en acier de 90 centimetres de diametre, a travers lequel les ouvriers pourront se faufiler pour sextraire du tunnel. la distance a percer se compte en dizaines de metres. en raison de labondance des decombres dans le tunnel, nous sommes confrontes a certaines difficultes pour loperation de sauvetage, avait indique lundi, un haut commandant de la force nationale dintervention, karamveer singh bhandari. des lundi, la societe gouvernementale dautoroutes et dinfrastructures, en charge de la construction du tunnel, avait indique avoir reussi a mettre en place un conduit dapprovisionnement des ouvriers et que ceux-ci etaient tous saufs. ils disposent dun espace denviron 400 metres pour marcher et respirer et ne sont pas les uns sur les autres, avait par ailleurs assure devendra patwal, un responsable des interventions de secours, au journal indian express. long de 4,5 km, le tunnel est destine a relier deux des sanctuaires hindous les plus sacres a uttarkashi et a yamunotri. il sinscrit dans le projet autoroutier char dham, porte par le premier ministre nationaliste narendra modi, concu pour ameliorer les liaisons entre quatre importants sites hindous ainsi quavec des regions frontalieres de la chine. les accidents sur les chantiers de grandes infrastructures sont frequents en inde. en janvier, au moins 200 personnes avaient par ailleurs ete tuees dans des crues soudaines dans luttarakhand, une catastrophe que les experts ont en partie imputee a un developpement excessif.",{'inde'},set(),neutral,0.6951507925987240,negative,0
la pollution de lair oblige les ecoles de teheran a fermer,iran,"les ecoliers et une partie des fonctionnaires de teheran ont ete appeles a rester a la maison mercredi en raison dune forte pollution atmospherique. la capitale, qui compte pres de neuf millions dhabitants, est enveloppee depuis plusieurs jours dans un nuage grisatre. le gouvernement a decide que les cours seraient virtuels mercredi pour les ecoles elementaires et primaires de la province de teheran, a indique lagence de presse irna, en citant lorganisme charge de surveiller la pollution. il a egalement appele un tiers des employes des organismes gouvernementaux a faire du teletravail mercredi. cette situation nest pas exceptionnelle. tous les ans entre novembre et fevrier, la pollution atmospherique atteint des pics a teheran, ville situee a 1400-1800 metres daltitude, en raison du phenomene dit dinversion thermique: lair froid en altitude empeche lair chaud et pollue de se degager. la pollution touche aussi dautres grandes villes iraniennes, comme mashhad (est), ispahan (centre) et ahvaz (sud-ouest). les autorites ont ainsi ferme mardi les ecoles de trois villes de la province du khouzestan, dont ahvaz est la capitale, et dispahan, selon irna. lorganisation meteorologique iranienne a prevu que laccumulation de polluants allait continuer a affecter teheran jusqua jeudi. ces dernieres annees, les autorites iraniennes ont ferme a plusieurs reprises les ecoles dans la capitale, notamment en 2019 ou elles etaient restees closes une semaine entiere. selon des medias, la pollution de lair provoquerait la mort prematuree de quelque 40000 personnes par an a travers le pays. un rapport de la banque mondiale a liste comme principaux responsables de la pollution les vehicules lourds, les motos, les raffineries et les centrales thermiques.",{'iran'},set(),neutral,0.6730896234512330,negative,0
israel na aucune preuve de vie des otages du hamas,proche-orient,"la croix-rouge na pas rencontre les personnes prises en otage lors de lattaque du hamas en israel, a affirme, mardi, le ministre israelien des affaires etrangeres, eli cohen, apres une rencontre avec la presidente du comite international de la croix-rouge a geneve. je suis avec le ministre de la sante et les familles, nous avons eu une reunion avec la presidente du cicr. jusqua aujourdhui, personne na rencontre les otages. nous navons aucune preuve de vie, a-t-il declare. nous avons fait entrer de la nourriture, de leau et des medicaments a gaza. mais jusqua aujourdhui, aucun de nos otages na rencontre la croix-rouge. larmee israelienne estime que 240 personnes ont ete prises en otage dans la bande de gaza, au cours de lattaque sans precedent du hamas, le 7 octobre, sur le territoire israelien. celle-ci a fait environ 1200 morts en israel, principalement des civils, selon un bilan des autorites israeliennes. en represailles, israel bombarde sans repit la bande de gaza et mene, depuis le 27 octobre, une operation terrestre dans le but daneantir le mouvement islamiste, au pouvoir dans le territoire palestinien assiege. ces frappes israeliennes sur gaza ont fait plus de 11000 morts, aux deux tiers des femmes et des enfants, selon le ministere de la sante du hamas. presents a la conference de presse a geneve, des proches de certains otages ont montre des videos et photos de ces derniers. le cicr a souligne quil navait de cesse de plaider la cause des otages detenus a gaza, notamment a travers des contacts directs avec le hamas et dautres personnes ayant de linfluence sur les parties en presence. lorganisation a indique quelle continuait a demander des informations sur les otages et sur leur etat de sante. elle sefforce aussi de clarifier le sort de personnes disparues. eli cohen a affirme que la croix-rouge devrait etre plus forte, plus claire dans ses declarations et exercer une pression plus forte. nous poursuivrons cette guerre jusqua ce que nous ayons elimine le hamas et recupere tous nos otages, a egalement declare le ministre israelien, assurant quisrael narretera pas les hostilites tant que ces deux objectifs ne seront pas atteints.",{'schweiz'},{'geneve'},neutral,0.7253003716468810,negative,0
la police intervient sur son shooting parce quelle est pieds nus,julia flabat,"julia flabat ne risque pas doublier de sitot sa seance photo en egypte. comme elle la raconte le 13 novembre 2023 en story instagram (disparue depuis), la police a debarque sur les lieux. on mavait prevenue quil ne fallait pas trop se balader en mini-short, mais quune jupe qui arrive au-dessus du genou ca passe. donc, jai plus ou moins respecte, a commence celle qui avait ete revelee en 2012 dans la saison 4 des anges. pour la petite anecdote, le plus court que jai porte cest cette robe jacquemus (voir le post ci-dessus) et encore, je mettais une longue veste par-dessus car je netais pas a laise. mais pour la video, je lavais enlevee. et la police est intervenue, a poursuivi la francaise de 36 ans. sen est suivie une discussion dune dizaine de minutes entre les policiers et le photographe de linfluenceuse. convaincue quelle allait devoir couvrir ses jambes, julia a ete surprise par la demande de la police. le photographe est venu me dire: en fait, ils veulent que tu couvres tes pieds. tu dois mettre des chaussures. donc, les jambes, pas de souci, mais les pieds, ce netait pas possible. du coup, jai du remettre mes sabots, a-t-elle conclu.",{'egypte'},set(),neutral,0.6691558361053470,negative,0
kim kardashian et les marques de mode surfent sur le ski,campagnes de pub,"alors que la saison de ski vient de debuter dans certaines stations, flocons et sports dhiver inspirent les marques de mode. florilege. dans la derniere campagne pub de la marque de sous-vetements et de vetements dinterieur skims, chaussures de ski, patins a glace et accessoires de rando sont utilises comme accessoires dune communication decalee. avec, en bonus, une kim kardashian meconnaissable, comme en temoignent les photos ci-dessus publiees le 12 novembre sur instagram. chez les kardashian jenner, le ski est une affaire de famille. egerie de la derniere campagne jacquemus, kendall a suscite la controverse en exposant son fessier recouvert dune simple guirlande de noel. dans la video ci-dessous, on la voit enfiler une paire de lattes vetue dun manteau rouge imagine par le createur francais. pour dautres marques, les sports de glisse ne sont pas un outil de communication. des collections entieres leur sont dediees. cest le cas de balenciaga qui presente cette annee sa premiere gamme de vetements specialises. la marque balmain signe, quant a elle, une collection chic aux accents retro. chez prada, on mise davantage sur la performance, avec ces tenues pensees pour les snowboardeurs.",set(),set(),neutral,0.6986098289489750,negative,0
lukas cage et chris appleton ont deja rompu,los angeles,"leur histoire damour naura pas dure longtemps. alors quils setaient maries en avril 2023, lukas cage, 28 ans, et chris appleton, 40 ans, viennent de se separer. selon tmz, le coiffeur de stars a depose une demande de divorce, lundi 13 novembre 2023, pour des differends irreconciliables avec lacteur de la serie the white lotus. cette rupture netait pas une decision facile a prendre pour chris, mais il a fait tout ce quil pouvait pour que le mariage fonctionne et devait prendre la meilleure decision pour lui-meme et son avenir, a confie une source au site americain. tres amoureux, lukas et chris ont officialise leur relation sur les reseaux sociaux en fevrier 2023, lors de leurs vacances au mexique. deux mois plus tard, lamericain et le britannique se sont maries et cest kim kardashian qui a uni les deux hommes lors dune ceremonie dans une chapelle de las vegas. apres une viree dans une limousine, les maries ont eu droit a un mini showcase de la chanteuse shania twain, en leur honneur.",{'mexique'},set(),negative,0.7718724608421330,negative,-1
